1666362612038514688,0.00240,-0.71932,1.56348,-0.20317,0.97893,0.00928,0.01806,
1666362612409354240,0.08178,-0.71744,1.57105,-0.20349,0.97877,0.00869,0.02290,
1666362612980615168,0.24855,-0.71420,1.56934,-0.20407,0.97860,0.00774,0.02533,
1666362613362255872,0.36744,-0.70895,1.57303,-0.20203,0.97892,0.00774,0.02905,
1666362613760398336,0.49909,-0.70624,1.57627,-0.20154,0.97898,0.00770,0.03033,
1666362614157640704,0.63354,-0.70398,1.57928,-0.20022,0.97922,0.00759,0.03122,
1666362614743003136,0.82733,-0.69944,1.58861,-0.19945,0.97936,0.00754,0.03202,
1666362615133644800,0.95289,-0.69420,1.60475,-0.19798,0.97964,0.00761,0.03253,
1666362615528186880,1.08566,-0.69069,1.61133,-0.19846,0.97957,0.00749,0.03167,
1666362615938030592,1.22032,-0.68950,1.61836,-0.19905,0.97946,0.00748,0.03119,
1666362616523393024,1.41904,-0.69299,1.62491,-0.20042,0.97920,0.00756,0.03083,
1666362616911034368,1.54752,-0.68899,1.63470,-0.20019,0.97926,0.00753,0.03015,
1666362617671615488,1.80310,-0.69099,1.65146,-0.20104,0.97910,0.00745,0.02997,
1666362618237175808,1.99271,-0.70044,1.68549,-0.20110,0.97908,0.00746,0.02999,
1666362619181676544,2.30434,-0.70035,1.70942,-0.20076,0.97912,0.00739,0.03102,
1666362619761938432,2.48893,-0.69783,1.71663,-0.20051,0.97915,0.00733,0.03165,
1666362620536921088,2.71684,-0.70299,1.75412,-0.20138,0.97893,0.00742,0.03305,
1666362621302602752,2.90471,-0.69975,1.76629,-0.20021,0.97917,0.00693,0.03307,
1666362623040388096,3.06909,-0.69501,1.77059,-0.20011,0.97929,0.00709,0.02984,
1666362624363529216,3.08390,-0.69083,1.75900,-0.21157,0.97691,0.00798,0.02864,
1666362625275626496,3.07002,-0.82376,1.69883,-0.20670,0.97798,0.00794,0.02754,
1666362625831885824,3.05997,-0.98907,1.63869,-0.19952,0.97944,0.00799,0.02873,
1666362626416648192,3.04961,-1.19552,1.54575,-0.19734,0.97992,0.00779,0.02735,
1666362627003510784,3.04917,-1.42850,1.45051,-0.19527,0.98030,0.00837,0.02829,
1666362627583772672,3.05476,-1.66507,1.33842,-0.19485,0.98037,0.00867,0.02878,
1666362628183536640,3.06426,-1.89345,1.23593,-0.19476,0.98038,0.00899,0.02896,
1666362628808503296,3.06852,-2.13341,1.14063,-0.19511,0.98030,0.00958,0.02913,
1666362629369563136,3.05932,-2.34538,1.06233,-0.19454,0.98045,0.00976,0.02782,
1666362629945024512,3.05408,-2.56593,0.98242,-0.19374,0.98059,0.01048,0.02831,
1666362630524386304,3.05057,-2.79250,0.93645,-0.19112,0.98110,0.01082,0.02828,
1666362631111848960,3.04956,-3.00913,0.86625,-0.18857,0.98161,0.01084,0.02761,
1666362631703512064,3.03866,-3.20417,0.76059,-0.19255,0.98080,0.01111,0.02886,
1666362632261871616,3.06136,-3.35352,0.58428,-0.21928,0.97508,0.01258,0.03127,
1666362632855034880,3.07074,-3.52761,0.49140,-0.21905,0.97510,0.01286,0.03205,
1666362633586512896,3.07827,-3.68142,0.41240,-0.21958,0.97496,0.01348,0.03264,
1666362634486608896,3.08206,-3.75086,0.35921,-0.22652,0.97331,0.01436,0.03403,
1666362635564023808,3.09569,-3.76962,0.34220,-0.23239,0.97140,0.01232,0.04718,
1666362636320704512,3.00429,-3.75338,0.34689,-0.23247,0.97143,0.01349,0.04593,
1666362636904266752,2.84135,-3.75087,0.34068,-0.23193,0.97203,0.01314,0.03450,
1666362637299708928,2.71631,-3.74538,0.33355,-0.23169,0.97228,0.01221,0.02883,
1666362637872169984,2.53012,-3.75207,0.31994,-0.23029,0.97270,0.01204,0.02617,
1666362638260111360,2.40366,-3.75523,0.30812,-0.22965,0.97285,0.01211,0.02592,
1666362639029693440,2.14988,-3.75296,0.28543,-0.22842,0.97312,0.01231,0.02667,
1666362639420335104,2.01792,-3.75491,0.27377,-0.22815,0.97317,0.01239,0.02691,
1666362639826878464,1.88562,-3.75724,0.25770,-0.22790,0.97322,0.01250,0.02726,
1666362640622863360,1.61980,-3.73240,0.22790,-0.22790,0.97322,0.01191,0.02759,
1666362641042008064,1.49110,-3.72644,0.20386,-0.22777,0.97325,0.01162,0.02784,
1666362641439850496,1.36681,-3.71695,0.15967,-0.22707,0.97337,0.01180,0.02909,
1666362641830492160,1.23496,-3.73747,0.16249,-0.22781,0.97322,0.01222,0.02829,
1666362642231034880,1.10160,-3.74726,0.14875,-0.22783,0.97321,0.01239,0.02822,
1666362642628577280,0.96893,-3.75280,0.14023,-0.22784,0.97322,0.01248,0.02801,
1666362643020719104,0.84305,-3.76587,0.12912,-0.22807,0.97316,0.01271,0.02783,
1666362643420061696,0.71308,-3.77146,0.11689,-0.22842,0.97308,0.01285,0.02790,
1666362643635484672,0.64007,-3.78128,0.11236,-0.22846,0.97307,0.01299,0.02783,
1666362643845807104,0.57466,-3.77049,0.10310,-0.22817,0.97313,0.01312,0.02798,
1666362644241549312,0.44372,-3.74670,0.08563,-0.22793,0.97317,0.01295,0.02878,
1666362644644492288,0.31598,-3.74343,0.07032,-0.22805,0.97313,0.01296,0.02891,
1666362645064237056,0.18572,-3.73656,0.05391,-0.22786,0.97317,0.01293,0.02919,
1666362645461179392,0.05845,-3.73226,0.04489,-0.22804,0.97313,0.01295,0.02913,
1666362645855721472,-0.07215,-3.73467,0.03942,-0.22820,0.97309,0.01296,0.02907,
1666362646270365696,-0.20673,-3.73079,0.02869,-0.22817,0.97310,0.01297,0.02908,
1666362646661907456,-0.33633,-3.72847,0.01479,-0.22807,0.97312,0.01297,0.02930,
1666362647065150464,-0.47034,-3.72813,0.00379,-0.22808,0.97312,0.01306,0.02923,
1666362647461492736,-0.60324,-3.72609,-0.00486,-0.22792,0.97315,0.01307,0.02916,
1666362647837732864,-0.72720,-3.72937,-0.00141,-0.22776,0.97319,0.01312,0.02925,
1666362648252077056,-0.86787,-3.73905,0.00314,-0.22787,0.97316,0.01334,0.02921,
1666362648651419648,-1.00407,-3.74966,0.00855,-0.22811,0.97310,0.01349,0.02935,
1666362649052262400,-1.13642,-3.75968,0.00828,-0.22825,0.97306,0.01370,0.02941,
1666362649450404864,-1.26633,-3.76321,0.00641,-0.22815,0.97308,0.01381,0.02957,
1666362649857548288,-1.40272,-3.77067,0.00812,-0.22826,0.97305,0.01396,0.02973,
1666362650318097408,-1.55298,-3.77699,0.00921,-0.22817,0.97305,0.01438,0.03010,
1666362650738442240,-1.68948,-3.78251,0.00197,-0.22793,0.97309,0.01456,0.03064,
1666362651164787712,-1.82813,-3.79013,0.00191,-0.22782,0.97311,0.01487,0.03075,
1666362651571931136,-1.96861,-3.79692,-0.00751,-0.22777,0.97312,0.01523,0.03051,
1666362651984775168,-2.10035,-3.80127,-0.01597,-0.22752,0.97317,0.01565,0.03050,
1666362652374816768,-2.21823,-3.79578,-0.02593,-0.22749,0.97318,0.01570,0.03040,
1666362652759757824,-2.32956,-3.79212,-0.03172,-0.22756,0.97317,0.01591,0.02999,
1666362653155200000,-2.43081,-3.77835,-0.03838,-0.22734,0.97323,0.01582,0.02983,
1666362653539540992,-2.53715,-3.78629,-0.04524,-0.22739,0.97324,0.01618,0.02899,
1666362654139604992,-2.67346,-3.78722,-0.05111,-0.22725,0.97330,0.01647,0.02783,
1666362654723167232,-2.77244,-3.78403,-0.05531,-0.22706,0.97337,0.01643,0.02699,
1666362655469346816,-2.85113,-3.78476,-0.06420,-0.22670,0.97344,0.01647,0.02747,
1666362656647572480,-2.89419,-3.78673,-0.05940,-0.21505,0.97599,0.01531,0.03119,
1666362657421955072,-2.90278,-3.70332,-0.02972,-0.21736,0.97538,0.01558,0.03380,
1666362657819197440,-2.89762,-3.62660,-0.00323,-0.21844,0.97503,0.01609,0.03657,
1666362658224540672,-2.89518,-3.53769,0.03123,-0.21943,0.97473,0.01642,0.03861,
1666362658601980928,-2.89823,-3.44875,0.07211,-0.22005,0.97457,0.01657,0.03898,
1666362658984521728,-2.90130,-3.35382,0.11588,-0.22019,0.97452,0.01669,0.03944,
1666362659367662592,-2.90472,-3.25703,0.16008,-0.22031,0.97449,0.01682,0.03927,
1666362659740302336,-2.91058,-3.16377,0.20510,-0.22026,0.97448,0.01701,0.03971,
1666362660108741632,-2.91144,-3.07118,0.24478,-0.22011,0.97455,0.01680,0.03899,
1666362660468179968,-2.91211,-2.98113,0.28422,-0.22017,0.97458,0.01652,0.03796,
1666362660846820352,-2.91709,-2.88945,0.32945,-0.22023,0.97458,0.01647,0.03764,
1666362661206858752,-2.91789,-2.79666,0.36744,-0.22008,0.97462,0.01639,0.03748,
1666362661571997696,-2.92156,-2.70528,0.40800,-0.22006,0.97463,0.01634,0.03745,
1666362661947037696,-2.92405,-2.61304,0.44862,-0.22011,0.97462,0.01629,0.03743,
1666362662301375488,-2.92491,-2.52262,0.48787,-0.22007,0.97464,0.01611,0.03726,
1666362662700418048,-2.92932,-2.42378,0.53375,-0.22006,0.97464,0.01596,0.03726,
1666362663089259520,-2.93374,-2.32616,0.57749,-0.22012,0.97464,0.01576,0.03718,
1666362663446597632,-2.93727,-2.23599,0.61973,-0.22022,0.97462,0.01548,0.03702,
1666362663988155392,-2.94179,-2.10183,0.67971,-0.22017,0.97464,0.01525,0.03691,
1666362664353894400,-2.94344,-2.01010,0.71769,-0.22016,0.97465,0.01494,0.03689,
1666362664880450560,-2.95125,-1.88207,0.77249,-0.22014,0.97466,0.01476,0.03693,
1666362665265391616,-2.95902,-1.78714,0.81769,-0.22011,0.97468,0.01446,0.03670,
1666362665846853632,-2.96675,-1.64714,0.88276,-0.22010,0.97469,0.01427,0.03661,
1666362666242895872,-2.97305,-1.55012,0.92713,-0.22010,0.97469,0.01412,0.03648,
1666362666789854208,-2.97974,-1.41704,0.98482,-0.22004,0.97470,0.01396,0.03655,
1666362667350914048,-2.98273,-1.27984,1.04198,-0.22011,0.97469,0.01383,0.03666,
1666362667914974208,-2.98685,-1.14171,1.09915,-0.22012,0.97468,0.01366,0.03677,
1666362668299915264,-2.98977,-1.04705,1.13772,-0.21999,0.97471,0.01357,0.03699,
1666362669048495104,-3.00206,-0.87239,1.21819,-0.21987,0.97473,0.01347,0.03707,
1666362669446637568,-3.00995,-0.78103,1.26801,-0.21990,0.97474,0.01369,0.03668,
1666362670026599424,-3.01406,-0.64507,1.32866,-0.21973,0.97477,0.01363,0.03679,
1666362670398339072,-3.01762,-0.56428,1.37520,-0.21981,0.97475,0.01372,0.03678,
1666362670953998336,-3.02482,-0.44403,1.44504,-0.21967,0.97478,0.01387,0.03679,
1666362671504557056,-3.02802,-0.32176,1.51802,-0.21970,0.97478,0.01377,0.03658,
1666362672065916928,-3.03344,-0.19807,1.59092,-0.21967,0.97480,0.01383,0.03639,
1666362672614375424,-3.04119,-0.07442,1.66158,-0.21965,0.97481,0.01369,0.03632,
1666362673019118592,-3.04438,0.01438,1.71175,-0.21972,0.97478,0.01366,0.03651,
1666362673607481344,-3.04775,0.14561,1.78328,-0.21973,0.97477,0.01369,0.03679,
1666362674203944960,-3.05042,0.28087,1.85099,-0.21967,0.97476,0.01345,0.03739,
1666362674788707328,-3.05578,0.41604,1.91780,-0.21947,0.97480,0.01324,0.03768,
1666362675183849472,-3.05711,0.50571,1.95819,-0.21953,0.97478,0.01314,0.03787,
1666362675768311808,-3.06075,0.64039,2.01711,-0.21988,0.97470,0.01289,0.03810,
1666362676174855168,-3.06243,0.73132,2.06128,-0.21996,0.97467,0.01280,0.03833,
1666362676750916608,-3.06718,0.85703,2.11383,-0.22045,0.97455,0.01264,0.03858,
1666362677362981888,-3.07563,0.97956,2.17697,-0.22105,0.97443,0.01240,0.03831,
1666362678149065728,-3.07860,1.11994,2.23899,-0.22189,0.97425,0.01207,0.03828,
1666362678945350656,-3.08315,1.22513,2.28779,-0.22237,0.97413,0.01185,0.03839,
1666362680124476416,-3.08069,1.28809,2.32180,-0.22073,0.97451,0.01181,0.03830,
1666362681994575872,-3.08360,1.30274,2.33147,-0.21912,0.97488,0.01183,0.03808,
1666362682537633792,-3.08276,1.30464,2.33591,-0.21878,0.97531,0.01462,0.02619,
1666362683316216832,-2.99577,1.30608,2.34084,-0.21879,0.97519,0.01365,0.03079,
1666362683887477760,-2.87783,1.30446,2.34950,-0.21898,0.97505,0.01298,0.03387,
1666362684425435136,-2.74819,1.30677,2.35282,-0.21910,0.97498,0.01256,0.03543,
1666362684947190784,-2.61761,1.30659,2.35707,-0.21925,0.97493,0.01256,0.03593,
1666362685484848128,-2.47730,1.30778,2.36654,-0.21937,0.97489,0.01226,0.03618,
1666362686040807424,-2.33248,1.31805,2.37019,-0.21931,0.97489,0.01209,0.03672,
1666362686579064832,-2.19601,1.33123,2.37774,-0.21937,0.97486,0.01198,0.03706,
1666362687101420544,-2.07093,1.34188,2.40170,-0.21926,0.97489,0.01183,0.03711,
1666362687664580608,-1.93789,1.33905,2.41547,-0.21936,0.97487,0.01198,0.03695,
1666362688385257472,-1.76005,1.34138,2.43330,-0.21936,0.97488,0.01213,0.03671,
1666362688923214848,-1.62583,1.34413,2.43373,-0.21929,0.97488,0.01205,0.03696,
1666362689469273088,-1.49156,1.34904,2.44042,-0.21947,0.97484,0.01213,0.03712,
1666362690218452992,-1.30500,1.35091,2.44602,-0.21957,0.97481,0.01231,0.03723,
1666362690755510272,-1.17375,1.35365,2.45214,-0.21955,0.97480,0.01239,0.03741,
1666362691560796160,-0.97756,1.35841,2.46369,-0.21967,0.97476,0.01260,0.03784,
1666362692132057088,-0.84444,1.36050,2.48045,-0.21955,0.97479,0.01280,0.03760,
1666362693205571584,-0.58489,1.35034,2.50318,-0.21968,0.97477,0.01316,0.03729,
1666362693741428736,-0.44821,1.34041,2.50570,-0.21970,0.97475,0.01370,0.03738,
1666362694547014656,-0.25127,1.35244,2.51646,-0.21975,0.97473,0.01360,0.03771,
1666362695083771904,-0.12286,1.35591,2.51941,-0.21958,0.97476,0.01375,0.03779,
1666362695892658176,0.06859,1.35602,2.53356,-0.21955,0.97478,0.01381,0.03760,
1666362696692243456,0.25679,1.35806,2.55849,-0.21943,0.97481,0.01382,0.03762,
1666362697569236992,0.45613,1.35184,2.58862,-0.21907,0.97487,0.01390,0.03792,
1666362698370322432,0.64375,1.34524,2.62154,-0.21913,0.97486,0.01417,0.03789,
1666362699173808128,0.84261,1.33131,2.64305,-0.21869,0.97495,0.01454,0.03794,
1666362699979394048,1.03852,1.31640,2.67193,-0.21876,0.97492,0.01481,0.03812,
1666362701051708416,1.29484,1.30144,2.69463,-0.21884,0.97487,0.01506,0.03895,
1666362701856394240,1.48644,1.29997,2.70806,-0.21863,0.97489,0.01527,0.03949,
1666362702660780032,1.67730,1.29679,2.72295,-0.21830,0.97491,0.01568,0.04048,
1666362703733394432,1.90694,1.30213,2.74409,-0.21780,0.97498,0.01561,0.04168,
1666362704811709440,2.08485,1.30329,2.75813,-0.21755,0.97502,0.01545,0.04213,
1666362706689609728,2.20504,1.29974,2.77502,-0.21693,0.97525,0.01629,0.03960,
1666362708562409472,2.21512,1.30553,2.75708,-0.23158,0.97189,0.01671,0.03887,
1666362709365895168,2.20977,1.19485,2.70618,-0.22229,0.97404,0.01643,0.03948,
1666362709902052352,2.19015,1.06629,2.65411,-0.21750,0.97514,0.01615,0.03923,
1666362710705238016,2.18117,0.86249,2.55872,-0.21482,0.97575,0.01584,0.03897,
1666362711241695232,2.18225,0.71374,2.48050,-0.21457,0.97579,0.01590,0.03919,
1666362712051481600,2.19367,0.49332,2.36821,-0.21414,0.97587,0.01611,0.03952,
1666362712581938176,2.19823,0.35656,2.29755,-0.21387,0.97592,0.01601,0.03972,
1666362713151398912,2.20995,0.20916,2.22394,-0.21372,0.97595,0.01633,0.03979,
1666362713687856128,2.21835,0.07269,2.15757,-0.21336,0.97602,0.01651,0.03980,
1666362714257616896,2.23050,-0.06706,2.08182,-0.21318,0.97604,0.01674,0.04028,
1666362714794374144,2.23090,-0.20098,2.04466,-0.21312,0.97604,0.01716,0.04041,
1666362715326630912,2.22855,-0.34901,2.00326,-0.21337,0.97598,0.01778,0.04037,
1666362715863388160,2.22915,-0.49518,1.94635,-0.21291,0.97609,0.01805,0.03999,
1666362716398645248,2.24413,-0.62572,1.88915,-0.21234,0.97621,0.01841,0.03985,
1666362717203031040,2.25752,-0.81982,1.79073,-0.21084,0.97649,0.01877,0.04085,
1666362717738888192,2.26637,-0.94017,1.73366,-0.20938,0.97677,0.01901,0.04149,
1666362718281346048,2.27495,-1.04084,1.69044,-0.20766,0.97707,0.01948,0.04276,
1666362720151745536,2.29680,-1.15633,1.66496,-0.20464,0.97693,0.02278,0.05669,
1666362721525592064,2.29765,-1.17192,1.65395,-0.22136,0.97308,0.02455,0.05931,
1666362722062649344,2.29416,-1.25893,1.63614,-0.21328,0.97515,0.02347,0.05521,
1666362722603607040,2.29420,-1.39191,1.60203,-0.20376,0.97748,0.02228,0.05008,
1666362723135563776,2.29068,-1.53722,1.55019,-0.19962,0.97857,0.02151,0.04567,
1666362723673821184,2.30000,-1.69397,1.48222,-0.19808,0.97893,0.02165,0.04471,
1666362724215979008,2.30926,-1.85649,1.40600,-0.19745,0.97902,0.02201,0.04531,
1666362724747935744,2.31052,-2.01861,1.33579,-0.19737,0.97900,0.02253,0.04586,
1666362725284993024,2.31237,-2.18210,1.27209,-0.19731,0.97899,0.02318,0.04598,
1666362725823550464,2.32083,-2.34554,1.21061,-0.19749,0.97894,0.02382,0.04582,
1666362726358807552,2.31374,-2.50993,1.14716,-0.19759,0.97891,0.02428,0.04579,
1666362727164693504,2.31478,-2.75473,1.07178,-0.19753,0.97890,0.02485,0.04594,
1666362727766857728,2.32094,-2.92325,1.01604,-0.19735,0.97892,0.02514,0.04620,
1666362728307515392,2.33070,-3.07463,0.95291,-0.19665,0.97904,0.02552,0.04645,
1666362728839772160,2.34047,-3.22039,0.89190,-0.19582,0.97919,0.02581,0.04653,
1666362729375929344,2.34976,-3.36455,0.83590,-0.19443,0.97945,0.02631,0.04670,
1666362729917187072,2.35642,-3.49398,0.78239,-0.19236,0.97983,0.02684,0.04700,
1666362730716772352,2.37448,-3.61949,0.73373,-0.18995,0.98026,0.02764,0.04730,
1666362731823590400,2.38655,-3.67005,0.71428,-0.19495,0.97923,0.02854,0.04776,
1666362732627676160,2.38369,-3.68552,0.70324,-0.19695,0.97805,0.02591,0.06286,
1666362733164433408,2.31963,-3.68666,0.69845,-0.19691,0.97843,0.02658,0.05644,
1666362733701490688,2.20875,-3.69116,0.68825,-0.19659,0.97883,0.02727,0.05000,
1666362734238547968,2.07985,-3.69835,0.67154,-0.19655,0.97898,0.02757,0.04692,
1666362735047134208,1.87011,-3.71146,0.63772,-0.19643,0.97906,0.02786,0.04554,
1666362735579691008,1.72660,-3.71651,0.60748,-0.19627,0.97908,0.02787,0.04593,
1666362736116148224,1.58164,-3.71600,0.58926,-0.19644,0.97905,0.02761,0.04594,
1666362736921734144,1.37137,-3.71557,0.55557,-0.19636,0.97906,0.02766,0.04609,
1666362737458191360,1.23953,-3.72410,0.53523,-0.19667,0.97899,0.02763,0.04619,
1666362737995248640,1.10885,-3.72660,0.51317,-0.19652,0.97901,0.02745,0.04651,
1666362738564409344,0.96812,-3.72826,0.49607,-0.19624,0.97907,0.02716,0.04657,
1666362738832937984,0.90331,-3.72795,0.49030,-0.19604,0.97911,0.02712,0.04662,
1666362739101166592,0.83521,-3.73217,0.47945,-0.19614,0.97909,0.02717,0.04670,
1666362739637923840,0.70783,-3.73629,0.46427,-0.19605,0.97910,0.02699,0.04694,
1666362740207084544,0.55748,-3.74249,0.44682,-0.19601,0.97911,0.02691,0.04696,
1666362740474713088,0.48998,-3.74280,0.43752,-0.19586,0.97914,0.02694,0.04697,
1666362740743241728,0.42316,-3.74590,0.42740,-0.19602,0.97911,0.02674,0.04699,
1666362741012070400,0.35631,-3.74770,0.42019,-0.19606,0.97911,0.02653,0.04693,
1666362741283899392,0.28947,-3.75340,0.41131,-0.19618,0.97908,0.02657,0.04703,
1666362741547927552,0.22712,-3.75976,0.40462,-0.19621,0.97908,0.02667,0.04685,
1666362742083784704,0.09186,-3.76525,0.38935,-0.19634,0.97906,0.02656,0.04670,
1666362742620241920,-0.03751,-3.76885,0.37449,-0.19629,0.97908,0.02644,0.04660,
1666362742888770560,-0.09161,-3.76193,0.35704,-0.19593,0.97912,0.02621,0.04736,
1666362743156399104,-0.16562,-3.76766,0.35773,-0.19631,0.97907,0.02629,0.04678,
1666362743693156352,-0.30001,-3.76990,0.34035,-0.19624,0.97908,0.02633,0.04682,
1666362743961985024,-0.36483,-3.77052,0.33225,-0.19631,0.97907,0.02632,0.04681,
1666362744498442240,-0.49915,-3.77516,0.31942,-0.19624,0.97908,0.02645,0.04679,
1666362745035499520,-0.63421,-3.78681,0.31628,-0.19624,0.97908,0.02657,0.04681,
1666362745572256768,-0.76850,-3.80072,0.31266,-0.19631,0.97906,0.02690,0.04674,
1666362746142917632,-0.90777,-3.80999,0.30495,-0.19618,0.97907,0.02713,0.04686,
1666362746411146240,-0.97667,-3.81859,0.30251,-0.19618,0.97906,0.02740,0.04691,
1666362746947303424,-1.10948,-3.83247,0.29889,-0.19615,0.97907,0.02772,0.04672,
1666362747215532032,-1.17629,-3.83795,0.29800,-0.19583,0.97913,0.02785,0.04659,
1666362747488261120,-1.25034,-3.84984,0.29463,-0.19583,0.97911,0.02817,0.04689,
1666362748019017728,-1.38463,-3.86500,0.29025,-0.19590,0.97909,0.02858,0.04687,
1666362748286946304,-1.45225,-3.87055,0.28122,-0.19591,0.97908,0.02888,0.04669,
1666362748555774976,-1.52357,-3.87648,0.27383,-0.19593,0.97908,0.02906,0.04653,
1666362749090432000,-1.65214,-3.88842,0.26637,-0.19596,0.97910,0.02937,0.04583,
